"gene","constitutiveexons","ESTcount","alt3EST","alt5EST","alt3.5EST","GeneLength","TranscriptCount","GCcontent","NumJunctions","IntronicLength"
"MOCOS",13,142,1,1,0,84638,2,42.76,16,78372
"PLD1",28,332,0,0,0,210545,17,38.86,154,200629
"WDR62",33,413,10,1,0,50225,7,51.45,122,40483
"DLG1",29,568,1,2,0,256740,28,36.59,339,245772
"RAB7A",9,3066,10,11,0,88674,8,44.06,26,85963
"TUBA3D",3,89,0,2,0,6841,2,52.09,6,5249
"PAX2",10,68,3,1,0,94338,9,51.23,68,88109
"MCM6",15,1287,0,2,0,36800,3,40.28,22,32699
"PTPN23",24,480,6,3,0,32430,6,51.53,81,26472
"MLH1",22,2070,24,11,0,57586,23,41.89,202,68833
"UNG",6,492,0,1,0,13418,5,47.32,23,10859
"SLC46A1",3,17,0,0,0,12441,9,52.64,25,4611
"NT5C2",29,3286,1,36,0,105289,14,40.09,125,99822
"GPC4",7,146,0,0,0,115387,1,41.25,16,110340
"ARHGEF1",32,1662,5,0,0,46989,23,58.25,248,38478
"STXBP2",19,1786,13,0,0,10992,22,61.17,138,5706
"ACTL6B",13,316,3,0,0,13364,6,53.08,34,10988
"RARB",6,160,1,0,0,423600,8,40.14,56,419914
"NFKB2",22,866,3,0,0,8419,9,61.37,90,3958
"UBE2T",6,453,1,3,0,10323,3,40.71,13,9264
"IL4R",13,271,2,0,0,51110,19,49.92,102,45039
"PAK3",22,245,6,0,0,283076,13,39.22,154,272788
"DCX",6,166,0,3,0,118650,11,39.48,42,108466
"EXOSC5",5,392,1,0,0,11105,5,52.53,16,9624
"DYNC1I2",19,3903,47,2,0,61011,25,36.49,268,56338
"TYR",3,49,0,0,0,118307,3,35.29,8,115298
"ACTN2",21,535,3,3,0,78177,7,43.06,73,72781
"UBE2A",5,937,4,0,0,16616,11,40.14,13,6635
"FGFR1",21,1180,2,53,0,57696,41,50.55,292,45023
"FKBP6",13,160,0,5,0,30473,7,47.76,44,28019
"FBLN1",18,2443,12,4,0,98897,18,53.13,132,91787
"ITGA8",28,180,1,0,0,206176,3,40.02,33,198679
"MCCC1",19,934,4,1,0,100857,15,41.62,138,96559
"ACER3",14,398,0,2,0,165930,14,38.74,132,157504
"TULP3",11,252,1,0,0,63917,8,45,56,60749
"GNB1",18,2011,0,16,0,105832,10,46.7,41,99656
"EDN1",3,102,8,0,0,6831,1,42.83,4,4803
"MLLT10",30,380,3,0,0,218955,17,39.77,130,202651
"FGF20",1,13,0,0,0,10012,2,39.24,3,8327
"ITCH",26,719,12,5,0,148158,7,40.53,91,141519
"TP73",12,190,0,0,0,83681,14,59.52,132,76934
"SLC1A3",10,1837,3,6,0,81979,16,40.36,41,75730
"CDC14A",18,258,0,0,0,175252,6,38.39,93,169539
"CIC",18,181,16,7,0,27260,9,61.52,73,17790
"LIPE",9,78,1,0,0,25919,9,54.96,29,20727
"FDFT1",13,2172,13,6,0,43736,26,44.36,100,38546
"OPHN1",24,169,0,0,0,391569,5,39.75,59,383372
"KIF22",13,1530,5,1,0,14666,10,50.19,83,10364
"PGM1",10,1010,1,1,0,66969,5,42.42,32,62893
"DNM2",24,1009,1,0,1,115409,22,53.07,162,101994
"RIMS1",33,605,9,1,0,516440,20,35.57,437,503680
"KEAP1",5,193,0,0,0,17621,10,54.01,24,13870
"DCT",9,141,0,1,0,42874,5,39.86,29,35341
"SLC4A4",24,350,0,2,0,385330,8,37.54,115,376466
"SMARCA2",35,718,5,1,0,213334,66,40.37,199,171193
"MID2",8,89,0,8,0,101438,4,40.1,21,98352
"SRCAP",33,399,1,2,0,43200,5,49.63,147,33362
"CHRNA3",6,101,0,0,0,28243,8,47.02,23,23488
"KCNN2",8,84,0,1,0,135555,9,38.35,33,131710
"PSEN1",19,957,7,153,1,87273,25,42.73,158,77345
"CPOX",5,90,4,1,0,72591,5,38.07,15,68935
"AP4E1",19,184,4,0,0,97228,7,37.92,94,89891
"AFP",14,1905,4,2,0,25036,7,34.51,39,21795
"COL4A4",47,58,0,0,0,161402,1,40.93,93,151555
"OSTM1",6,95,0,0,0,124445,7,42.48,21,119131
"IMPG2",18,127,0,0,0,98014,1,37.6,18,89696
"MEF2C",12,333,76,2,0,187140,56,36.05,139,176916
"PTPRC",32,1318,4,1,0,71935.7808864588,7.97085853885528,46.5924284550954,148,68634
"CACNA1S",42,103,0,0,0,73054,2,51.6,85,66930
"PKP1",14,173,0,2,0,49541,5,52.25,45,43346
"UBA5",13,453,0,3,0,23651,14,36.76,83,16835
"LRP2",77,496,0,0,0,235576,5,39.6,109,219396
"ATP8B1",26,124,0,1,0,156675,5,42.99,66,150053
"FYB1",1,24,0,0,0,169292,10,37.97,100,163218
"PGR",6,79,2,1,0,100900,11,37.73,44,85603
"DLG3",21,286,1,0,0,60629,10,46.89,104,52808
"GEMIN5",26,487,1,1,0,50793,3,41.33,30,45184
"RNF13",13,1188,1,27,0,149431,16,36.39,96,145792
"PALB2",12,183,0,0,0,38150,6,43.53,36,33418
"BCKDHB",11,539,0,0,0,239623,6,36.82,40,235535
"KAT6A",16,124,0,5,0,122511,8,38.89,76,110678
"GRHL2",14,148,0,0,0,177294,6,40.92,38,171250
"PLOD1",21,2909,6,4,0,41333,9,53.54,72,36035
"PIBF1",18,236,0,0,0,234402,8,36.99,31,230747
"OXCT1",16,1075,1,1,0,140454,8,37.48,49,136280
"CYLD",18,352,5,3,0,59885,16,36.42,168,46943
"CHMP2B",4,436,0,1,0,28277,5,34.78,20,25178
"ZMPSTE24",9,399,0,0,0,36077,4,40.78,16,32517
"STARD7",6,539,2,3,0,23966,6,42.97,20,19559
"REST",11,76,0,2,0,58802,12,43.58,8,20067
"HAL",20,170,0,1,0,23703,11,43.36,119,18580
"WBP11",13,1106,5,2,0,18961,5,37.17,36,13659
"APOB",27,472,1,1,0,42644,2,42.97,44,27846
"AGBL5",15,700,7,2,1,28258,10,48.47,62,22996
"HADHA",19,3789,4,2,0,54091,4,41.93,35,50139
"CAD",45,886,3,0,0,26553,11,51.17,115,18174
"CD59",7,2631,3,0,0,38184,14,44.03,43,33252
"BCORL1",12,72,0,0,0,76976,6,49.7,65,68996
"ATRX",39,625,2,3,0,281391,24,37.73,112,269159
"MECOM",19,355,5,0,0,580119,19,37.45,155,571042
"HACE1",26,327,2,0,0,131826,12,37.39,135,122617
"SLC25A24",8,226,0,0,0,66813,4,39.44,26,60276
"ABCB1",30,471,0,0,0,209690,11,37.04,83,203917
"DDHD2",16,399,2,1,0,50340,24,42.25,117,39676
"ORC1",15,352,15,1,0,31630,2,44.76,39,28490
"POMGNT1",24,1377,5,4,0,31623,10,49.39,127,25277
"RAD54L",17,432,4,1,0,30785,12,46.5,88,27591
"B4GALT1",4,150,0,0,0,63274,2,47.1,11,58217
"EIF2AK1",15,1507,22,2,0,36986,10,44.7,58,31454
"NME8",16,147,0,0,0,51804,6,37.47,48,49383
"SNX10",8,520,0,0,0,82434,9,42.66,39,78999
"CEACAM6",4,108,0,1,0,21231,2,45.91,8,18184
"FAT2",21,72,2,0,0,64851,2,46.35,32,50337
"HUWE1",83,1614,2,25,0,154633,15,41.2,308,137329
"ALG9",17,842,12,4,0,89386,17,40.69,121,81396
"MTMR2",18,1065,2,3,0,92433,15,36.56,121,86337
"FTL",2,9098,44,28,0,1577,1,55.96,3,703
"BAX",6,195,0,0,0,6983,13,53.57,50,4400
"PIGS",12,1138,5,0,0,18489,15,47.27,74,12507
"ADAMTS2",20,106,0,0,0,234579,5,53.87,35,226915
"CETP",14,263,0,0,0,21995,4,50.8,52,19927
"MMP2",11,1119,2,2,0,116991,8,45.67,62,112077
"GNAO1",9,341,0,0,0,166110,26,49.48,33,156256
"SH3BP2",18,441,2,1,0,48075,29,59.23,178,34130
"ADD1",21,716,1,5,0,86219,28,44.84,188,73133
"L2HGDH",11,112,0,2,0,74985,7,40.78,45,71088
"SF3B2",21,2681,27,5,0,18579,16,48.41,95,8807
"GNAS",20,8024,308,15,0,71474,58,47.09,426,58177
"DNM1L",24,2931,32,0,1,66450,30,38.21,257,59192
"PTHLH",3,32,0,0,0,14621,9,40.26,28,11251
"AURKA",10,853,2,2,0,22948,13,42.93,103,20031
"SULT2B1",5,88,0,0,0,47350,4,51.75,16,44536
"ALG6",14,355,0,1,0,70972,7,37.93,50,66037
"CNOT3",18,712,29,2,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"GP6",6,53,0,2,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"GNA11",5,224,0,0,0,29594,7,61.66,19,23359
"DNMT3B",22,635,4,1,0,46971,6,49.4,152,42365
"EPB41L1",30,623,7,0,0,141295,19,49.98,167,133470
"TGDS",11,373,0,7,0,22206,3,36.98,19,19629
"DOCK3",51,317,1,0,0,708957,1,40.15,52,700255
"COQ9",7,976,3,7,0,13850,16,45.83,65,9535
"SLC4A11",20,254,4,0,0,11773,7,61.3,85,7877
"F11",13,169,0,0,0,22861,7,40.12,41,19510
"KIZ",1,1,0,0,0,120639,15,41.17,96,115850
"MAPKAPK5",14,309,1,4,0,60260,10,43.78,55,49003
"TASP1",18,460,0,1,0,249548,7,37.32,71,369532
"OAS1",4,232,1,0,0,26445,11,43.34,31,21506
"TBX5",7,86,0,0,0,54511,5,45.85,33,50158
"NOS1",29,293,0,0,0,244028,6,47.35,87,230917
"FUS",18,4226,282,23,5,14761,13,46.87,88,4490
"IGBP1",5,422,3,0,0,32875,2,42.89,11,31019
"GANAB",26,6117,15,4,1,21900,16,50.02,150,16898
"NECAP1",7,1361,2,1,0,20920,27,41.14,34,11411
"LTBP4",32,990,5,3,0,36935,39,56.48,383,28863
"SLC9A1",11,372,0,0,0,68166,6,51.71,40,62206
"SPTLC1",18,1372,3,6,0,83385,7,41.6,36,79745
"CCNK",12,305,1,1,0,53875,9,50.14,46,45666
"LYZ",2,1146,0,2,0,5893,3,36.61,6,4133
"SI",46,371,1,1,0,99597,3,31.26,52,93507
"SPG21",10,868,1,1,0,27289,14,44.04,64,23317
"DNAJB11",8,626,2,0,0,18397,4,40.07,31,23841
"P3H2",1,17,0,0,0,165709,10,38.18,47,160122
"THPO",6,84,6,1,0,6209,4,50.58,17,4300
"GNPTG",13,885,1,0,0,12190,9,56.48,48,7764
"MCOLN1",14,501,6,2,0,11383,10,57.01,44,7439
"USP48",25,640,9,1,0,105308,15,41.84,128,95841
"EFNB1",5,55,0,0,0,13150,1,56.43,4,9841
"KIF4A",30,830,1,0,0,130742,2,40.48,61,126112
"TNRC6A",26,337,1,0,0,217423,18,42.59,133,85440
"PLEKHG2",18,221,4,0,0,15830,16,56.77,128,6650
"DLL3",7,202,0,1,0,9586,5,56.84,24,6976
"NLRC4",7,103,0,0,0,41401,4,42.88,32,37787
"PUS7",16,196,2,0,0,82606,6,43,52,78203
"NRCAM",33,510,0,1,0,309094,17,39,222,301196
"LAMB1",34,1017,4,3,0,79456,13,42.42,104,71351
"SLC26A4",20,141,0,0,0,57174,7,39.9,78,51399
"SLC26A3",19,351,2,1,0,37758,5,39.28,66,34397
"DLD",13,3080,7,2,0,40760,14,36.67,107,35477
"ABCC6",29,175,0,2,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"ITGA6",26,562,0,1,0,78928,11,41.8,220,72423
"MAP3K20",1,109,0,0,0,192575,8,38.91,93,178801
"SMPX",4,84,0,0,0,52191,2,40.15,9,51157
"FH",8,1057,9,0,0,22158,3,36.87,12,20027
"TF",21,5841,21,17,0,33050,14,45.21,70,24502
"MYO15A",67,227,3,0,1,71096,17,55.2,176,52043
"NLRP1",17,227,1,4,0,119997,17,46.74,141,107208
"PITPNM3",18,136,2,1,0,105230,5,51.99,62,94643
"ORC6",5,430,0,0,0,8751,9,44.16,38,4449
"ZFHX4",11,27,3,1,0,186066,12,36.38,59,170389
"CPA1",9,2299,5,3,0,7775,9,56.16,43,4863
"ESR1",13,162,15,11,0,472928,14,39.66,64,459316
"ANGPT2",7,134,11,0,0,63758,4,40.71,30,56983
"PPP2R3C",13,904,4,7,0,37050,20,42.2,117,33200
"MYH7",38,1168,9,4,0,22980,1,53.09,39,16933
"CEBPE",11,519,4,2,1,2312,1,61,1,760
"OSGEP",10,580,1,5,0,8694,12,45.15,53,3659
"RPGRIP1",25,223,7,2,0,63362,13,44.4,171,57894
"SUPT16H",25,604,2,0,0,32794,8,40.41,49,25670
"TGM1",13,264,0,2,0,15318,9,54.94,38,11599
"TINF2",9,439,1,0,0,3031,15,53.3,52,323
"TBL1Y",19,146,0,0,0,180997,3,43.32,52,178609
"TRPM7",38,418,4,1,1,134342,9,38.89,115,125183
"CAPN3",26,1496,9,5,0,52818,21,46.85,219,59117
"TBX15",7,25,0,0,0,106510,3,41.12,17,102714
"PHGDH",13,5518,5,6,0,84417,7,44.18,39,78812
"COL9A3",31,1058,5,1,0,24915,14,61.84,105,20117
"UNC13D",33,764,8,6,0,17492,17,59.67,155,9769
"TGFB2",6,157,2,0,0,98384,4,41.85,19,93241
"CDC45",20,1043,2,2,0,41153,12,48.03,112,38327
"COMT",7,993,8,14,0,28368,11,53.41,44,23184
"ADA2",1,24,0,0,0,43199,10,49.53,48,37562
"HDAC6",32,2060,13,2,0,23605,36,50.55,274,13217
"CDC6",10,310,0,0,0,17024,5,43.75,18,11916
"AAAS",14,1577,3,1,0,17408,20,49.39,138,13284
"MSH2",19,731,1,4,0,159342,6,44.66,52,154809
"MAP3K1",19,61,0,0,0,80578,2,38.07,21,72881
"DHPS",8,737,10,36,0,6185,23,54.74,94,3187
"ARCN1",9,393,0,1,0,30643,5,42.33,29,26477
"TMEM38B",7,216,0,0,0,82068,5,37.52,20,77566
"NUP188",42,1328,27,1,0,59397,11,46.07,84,51399
"CRAT",15,527,1,2,0,16379,9,58.45,50,12594
"NANS",5,309,2,0,0,26336,6,46.23,16,21420
"WHRN",1,19,0,0,0,103370,5,48.36,31,97842
"PDE6C",20,65,0,0,0,53422,2,41.17,23,50134
"CWF19L1",14,655,23,2,0,35382,9,42.57,64,31412
"IKZF5",5,147,4,0,0,18011,5,38.33,11,13195
"BLNK",15,487,2,6,0,79885,9,42.74,83,76199
"MYO3A",33,236,1,0,0,278260,6,37.6,63,270108
"WAC",16,1120,20,4,0,90619,21,37.79,123,78446
"TREM2",3,60,1,0,0,4680,3,54.22,11,3590
"FKBP5",16,766,2,0,0,154998,4,41.97,43,144383
"EFHC1",17,313,1,2,0,167763,39,41.58,45,95293
"ITPR3",58,818,2,0,0,76209,2,55.13,57,66219
"DSP",23,337,2,2,0,45142,3,42.33,49,35073
"IFT74",20,523,0,0,0,115891,10,37.56,96,112161
"JAK2",23,223,0,1,0,143793,4,37.67,71,137109
"IL12RB1",18,261,1,1,0,39949,7,51.1,68,35681
"ABL1",10,174,0,0,0,173729,3,44.47,21,167465
"RAB18",9,2520,0,4,0,38063,9,36.66,30,31851
"STX1B",8,69,0,0,0,21405,3,55.24,27,15973
"HSD3B7",5,105,17,1,0,3945,4,60.64,24,1457
"SETD1A",17,116,0,0,0,27370,3,55.71,23,20938
"ATP5F1D",1,137,0,0,0,3080,9,62.97,19,833
"IGFALS",11,519,4,2,1,4558,3,68.39,3,2198
"NDUFB7",1,116,4,0,0,5984,2,57.48,4,5456
"TECR",19,3008,42,11,0,48895,25,53.54,172,43159
"MTAP",8,388,1,2,0,135108,13,40.09,51,120505
"POLRMT",19,568,7,3,0,16380,8,61.15,68,11097
"HCN2",6,57,0,0,0,27266,1,63.15,7,23866
"ARVCF",19,184,1,0,0,46912,11,58.03,106,41313
"SERPIND1",3,42,0,0,0,13841,2,46.5,7,11293
"SNAP29",4,181,0,0,0,32235,3,48.86,9,27288
"CRKL",1,11,0,0,0,36323,2,45.76,5,31001
"LZTR1",20,647,5,6,26,19576,18,58.44,120,12040
"SMARCB1",8,713,0,93,0,47553,9,50.77,37,45081
"UPB1",10,180,1,0,0,34283,5,49.88,34,54106
"MAPK1",9,407,0,0,0,113180,4,43.8,22,101854
"GGT1",17,339,13,0,0,45255,27,54.95,207,40840
"PRODH",17,227,4,0,0,23776,15,58.95,93,17371
"CRYBB3",4,71,1,0,0,7513,2,52.1,9,6652
"ESS2",1,35,0,0,0,14405,4,55.92,28,8412
"CARD10",22,351,5,0,0,29180,10,57.09,91,23522
"SLC25A1",11,1153,3,5,0,3255,5,67.54,29,1166
"HIRA",25,668,1,3,0,116752,4,46.11,101,112600
"HPS4",17,419,5,0,0,40414,18,46.81,143,29649
"TRIOBP",23,838,14,1,0,79552,11,54.35,93,67343
"CRYBB1",4,154,0,0,0,18810,1,48.39,5,17714
"SOX10",3,36,1,1,0,16736,5,57.55,13,13032
"CCDC134",5,116,0,0,0,25620,2,49.16,9,24357
"DEPDC5",41,718,14,3,0,153083,22,45.23,453,144536
"SLC5A1",13,288,1,0,0,69997,4,43.23,34,64724
"CYP2D6",9,260,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TCF20",3,23,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"HSCB",5,128,0,10,0,15484,7,46.7,32,14030
"CBY1",6,226,5,0,0,17218,11,47.17,32,14877
"FBXO7",10,892,42,0,0,24153,9,38.81,51,15642
"TIMP3",4,409,0,0,0,61342,1,47.18,4,56745
"SBF1",42,1070,15,2,0,30024,8,60.67,144,20621
"CYB5R3",9,2854,1,1,0,31728,8,55.99,60,25765
"DNAL4",2,168,0,0,0,15690,4,51.3,7,13270
"AP1B1",21,428,3,0,0,95499,11,49.33,167,88802
"TOM1",15,2397,16,15,0,48719,19,53.51,154,42983
"NEFH",2,48,1,0,0,11160,1,52.82,3,7381
"CHKB",1,1,0,0,0,22506,12,50.66,71,19493
"HMOX1",3,339,0,2,0,13853,4,51.11,10,11454
"MCM5",18,2937,8,4,0,25367,10,52.51,63,18580
"ARSA",7,359,3,1,0,5419,8,61.2,54,924
"PDGFB",5,121,1,0,0,21392,4,58.13,20,17641
"APOL4",7,190,4,2,0,15716,12,49.11,60,11346
"APOL1",7,1655,18,1,0,14520,12,50.01,67,11009
"MYH9",40,1903,13,0,0,106737,11,52.37,67,97821
"TXN2",3,214,7,0,0,14994,5,51.41,16,12950
"TNRC6B",24,261,0,7,0,290991,9,42.15,114,271022
"IFT27",5,125,1,0,0,18054,12,51.18,51,10052
"NCF4",7,313,1,5,18,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"CSF2RB",12,119,4,0,0,26821,4,51.95,55,21776
"KCTD17",8,201,1,0,0,11654,9,60.2,37,8877
"IL2RB",8,488,1,0,0,49216,7,54.21,33,44528
"EP300",29,331,0,1,0,88293,12,42.33,30,78737
"ACO2",19,2116,6,4,0,59864,7,50.27,46,55843
"POLR3H",7,326,0,5,0,18802,9,55.16,39,12233
"TRMU",9,468,33,0,0,26465,18,52.44,96,17892
"MLC1",11,4794,19,5,0,26511,5,55.47,74,22229
"COCH",11,395,0,0,0,20551,11,39.92,75,16941
"AP4S1",7,226,0,9,0,71344,12,43.38,41,64125
"SOS2",22,276,1,2,0,114438,6,38.27,58,107525
"NIN",31,459,5,2,0,111358,18,41.15,298,97711
"PYGL",18,852,1,2,0,86845,7,42.47,67,82068
"DDHD1",12,118,0,0,0,116537,10,38.26,51,98608
"PIGH",5,272,14,1,0,18332,12,43.92,31,15423
"KIAA0586",33,418,1,0,0,123904,15,37.04,180,113759
"SPTLC2",10,132,1,0,0,110776,6,41.35,26,101647
"SLC10A1",3,38,0,0,0,21872,1,43.07,4,19828
"DICER1",29,336,2,0,0,71782,15,38,169,59523
"MTHFD1",28,2838,3,3,0,75426,16,43.75,142,66080
"ZC3H14",19,922,29,3,0,64687,25,40.2,198,43733
"TELO2",20,456,10,0,0,17113,8,63.09,52,12894
"VRK1",12,837,5,2,1,134418,7,38.99,32,131690
"PSMC1",15,2847,0,3,0,18934,7,44.79,36,12782
"YY1",6,789,0,0,0,44494,6,45.55,11,35779
"TRIP11",20,184,1,0,0,74905,5,37.97,47,64557
"SRP54",15,1601,3,6,0,47610,14,39.06,82,43730
"CHD8",37,547,3,0,0,70932,14,42.52,152,61189
"PCK2",11,885,2,4,0,16545,16,49.2,84,12367
"NFKBIA",4,624,4,0,0,3238,10,56.53,30,870
"SEC23A",19,1265,2,1,0,77727,15,38.8,96,68734
"GSS",15,1850,7,10,0,27387,2,46.29,30,25072
"MMP9",11,1754,2,1,0,7653,1,56.94,12,5330
"VSX1",4,30,0,0,0,11480,7,46.78,31,7656
"ABHD12",12,968,2,4,0,96240,9,47.42,59,92829
"GINS1",8,147,0,0,0,44901,4,41.38,20,40722
"CD40",8,311,2,4,0,11591,7,49.21,40,9233
"IFT52",14,609,1,3,0,56365,9,44.51,43,53838
"HNF4A",10,124,0,4,0,78896,9,48.21,53,71819
"RAB5IF",1,11,3,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"STK4",12,278,0,0,0,113485,7,38.46,52,104421
"SALL4",4,12,1,1,0,20189,5,48.04,12,14424
"ADNP",4,43,0,0,0,42321,6,41.52,16,35247
"DNAJC5",5,98,1,0,0,40849,2,51.37,13,35568
"PRPF6",21,1501,0,1,0,51965,1,50.53,39,48942
"TUBB1",2,19,0,0,0,7400,1,44.43,3,3908
"SLC17A9",13,213,0,5,0,16938,7,61.33,51,11430
"AVP",1,7,0,0,0,2168,1,67.96,2,1552
"CHRNA4",7,50,1,3,0,35178,20,63.44,25,25613
"EEF1A2",7,683,2,2,0,11302,2,63.5,13,9304
"NDUFAF5",11,236,13,0,0,36632,16,39.88,91,29430
"CSNK2A1",19,1681,1,0,0,70230,10,41.23,56,60659
"SLC52A3",4,16,0,0,0,15935,5,51.37,10,4967
"RSPO4",3,13,0,0,0,43812,2,50.85,7,41107
"PROKR2",1,1,0,0,0,12329,1,43.97,3,13293
"MYLK2",14,93,0,1,0,15381,3,54.43,28,12417
"SEC23B",22,1658,4,1,0,53922,8,42.98,92,49904
"FERMT1",13,139,4,1,0,48699,4,42.72,36,43357
"PDYN",2,132,32,0,0,15528,3,48.91,8,12686
"PLCB4",40,575,0,0,0,412479,13,39.14,346,405621
"MYL9",4,541,5,0,0,9963,2,58.63,5,7146
"POFUT1",5,219,1,1,0,30787,5,47.65,20,24369
"SAMHD1",15,598,1,0,0,61614,2,43.82,27,56417
"KIF3B",9,147,1,0,0,57347,1,43.82,16,51253
"NOP56",12,4472,12,12,0,6248,20,54.33,70,1497
"IDH3B",13,2612,4,6,599,5824,12,51.38,68,3533
"JAG1",25,464,2,1,0,36423,9,47.52,49,30097
"SNTA1",6,198,1,3,0,35937,1,50.41,7,33603
"CHMP4B",3,186,1,1,0,43062,1,46.43,4,41421
"CST3",2,463,0,0,0,11767,3,51.65,8,8077
"AHCY",10,3569,5,7,0,31534,6,50.38,31,28449
"PIGU",14,546,2,2,0,138248,6,44.54,44,113823
"LPIN2",19,178,0,0,0,96321,4,41.63,27,89545
"SMCHD1",47,335,0,0,0,149279,13,36.8,180,137396
"SMAD7",2,29,2,0,0,30858,8,52.06,16,27173
"LAMA1",62,416,2,0,0,176070,9,43.14,149,160260
"RNF125",4,63,0,0,0,54841,5,42.46,16,48339
"MIB1",20,287,2,0,0,166000,4,38.64,47,155990
"RBBP8",18,422,5,0,0,228227,16,37.83,129,223165
"STS",11,132,0,0,0,135354,1,40.79,9,128843
"TBL1X",17,282,0,0,0,256448,9,45.23,103,249461
"GPR143",7,91,0,0,0,60951,5,47.19,31,58477
"POLA1",38,164,0,1,0,303067,6,38.8,84,296769
"MID1",15,276,2,4,0,388344,12,39.28,75,430868
"NKAP",7,192,0,0,0,23100,4,41.82,16,15215
"ALG13",27,486,21,7,0,94838,41,37.51,146,88102
"TLR8",1,1,0,0,0,16549,2,41.32,3,12199
"AMMECR1",6,55,0,1,0,246047,5,38.78,19,239541
"CHRDL1",10,404,7,2,0,121963,5,39.45,73,118055
"GLRA2",10,167,3,0,0,202514,4,37.68,31,198813
"XIAP",6,53,0,0,0,54255,11,41.98,43,45238
"STAG2",37,1006,3,7,0,462452,18,39.19,275,454309
"ATP11C",32,341,0,0,0,218930,9,39.51,188,211557
"F9",6,125,0,1,0,32700,3,38.93,16,29928
"ABCD1",8,295,1,0,0,19894,3,58.36,15,15845
"CCDC22",15,425,2,4,0,15059,3,53.55,29,12561
"CACNA1F",46,202,1,2,0,28308,6,52.86,148,21430
"SYP",5,800,1,4,0,12455,8,52.69,34,7252
"NAA10",7,775,0,4,0,5981,16,58.17,71,1245
"ELF4",7,86,1,0,0,45842,4,51.76,20,41536
"FMR1",16,289,7,1,0,39174,20,36.35,127,33565
"SLC35A2",5,1812,2,2,1,8778,18,52.04,28,5599
"PQBP1",8,871,11,10,1,5231,17,52.66,87,3327
"RS1",5,33,0,0,0,32199,2,48,9,28722
"EMD",5,504,1,0,0,2326,9,62.14,30,310
"PGK1",11,11049,44,3,0,64108,5,41.35,39,58396
"GATA1",4,29,2,0,0,7757,2,54.47,13,6262
"MAGT1",10,1014,3,2,0,69229,5,40.93,16,64378
"SMS",11,1076,1,1,0,54262,4,43.48,36,64425
"PHEX",20,216,0,0,0,218869,2,40.17,78,211759
"RP2",3,24,0,1,0,45418,1,39.34,4,41620
"CD40LG",3,71,0,0,0,12197,2,41.62,7,10385
"FGD1",16,153,0,0,0,50712,1,50.01,17,46455
"PORCN",14,311,18,2,31,11852,14,51.68,137,8849
"MAGED2",14,1642,8,6,148,8413,13,52.37,122,5512
"SRPX2",10,220,6,0,0,31622,9,43.6,12,24724
"GLA",7,302,0,2,0,10122,7,43.7,25,8065
"NALCN",44,368,0,2,0,362716,5,37.99,95,353812
"FGF14",3,34,0,0,0,691653,4,37.27,9,677548
"HTR2A",2,20,0,0,0,65526,4,39.27,7,60096
"ACP5",6,575,2,2,0,4348,12,58.59,37,1540
"DNAJC3",11,263,0,2,0,117850,2,39.79,21,112271
"FGF9",2,13,0,0,0,33115,3,42.75,5,28580
"SGCG",9,80,0,1,0,144213,1,39.23,23,142419
"SLC25A15",5,101,2,2,0,20699,4,46.36,17,18870
"KPNA3",16,1270,0,0,0,93614,2,38.71,19,89157
"FLT1",33,509,0,0,0,194801,9,41.61,79,186739
"CLN5",3,157,0,0,0,28483,19,38.81,5,7640
"HSF4",16,182,6,1,0,5264,25,61.39,190,2063
"CORO1A",13,2223,7,25,0,6249,17,64.42,74,1386
"PHKB",33,790,15,0,0,240400,17,38.19,178,228616
"NUP93",22,1623,1,3,0,120181,21,42.43,137,106875
"CENPT",19,1999,72,34,0,19654,35,53.77,195,14129
"ARL2BP",4,1255,3,0,0,8537,4,45.49,15,6388
"ZNF423",8,89,0,0,0,370395,8,50.74,49,361409
"DHODH",10,149,1,1,0,19076,9,50.04,40,12167
"CTCF",10,297,0,0,0,76776,3,45.32,22,72486
"ACD",11,725,7,5,0,3303,15,62.02,70,82
"USB1",6,788,3,5,0,22072,16,49.63,56,13816
"VAC14",17,554,8,2,0,113722,12,54,75,105464
"COG4",20,1799,6,2,0,42997,14,47.24,116,38231
"SLC7A6OS",3,147,1,0,0,26443,5,47.19,12,21386
"FA2H",5,165,0,0,0,61876,5,50.89,19,58874
"AXIN1",9,94,1,0,0,65233,5,54.36,32,57755
"NPRL3",15,698,22,1,0,54589,14,51.3,115,47997
"MLYCD",3,40,0,0,0,27900,2,50.8,4,11743
"TSC2",42,1302,18,3,0,41255,26,60.06,388,30178
"ABCC1",31,371,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"LMF1",17,409,4,3,0,127684,17,56.82,98,119462
"FOXF1",11,519,4,2,1,4891,1,55.31,1,1377
"CLCN7",24,1520,0,4,0,30646,14,60.03,115,22552
"FBXO31",10,131,0,1,0,65155,8,51.99,25,58360
"STUB1",5,560,15,15,0,2646,11,64.94,42,327
